id;name;host_id;host_name;neighbourhood;room_type;price;minimum_nights;last_review
23809500;WONDERFUL APARTMENT NEAR PASEO DE GRACIA;2736874;Mara;la Nova Esquerra de l'Eixample;Entire home/apt;100;2;29/09/2018
23810065;Big Room - Habitación Grande;7977382;Jess;Sant Antoni;Private room;40;5;08/10/2018
23810235;Habitaciones plaza españa (plaza españa bedrooms);178694160;Ricardo;la Nova Esquerra de l'Eixample;Private room;35;2;29/10/2018
23810346;Home Sweet Home;36460103;Imma;Vallcarca i els Penitents;Private room;25;2;30/08/2018
23810425;Nice room in the center of BCN near airobus stops;135224982;Alexia;Sant Antoni;Private room;35;2;31/07/2018
23810897;Comfortable Room - Habitación Cómoda;7977382;Jess;Sant Antoni;Private room;20;5;
23813208;Fantastic Sunny Rambla del Raval;2262273;Emilia;el Raval;Entire home/apt;60;32;28/09/2018
23814528;Diseño y confort en el centro con 2 habitaciones;178751284;Ariadna;el Raval;Entire home/apt;77;32;
23814826;Habitación twin en el centro de la ciudad;178753871;Hotel El Call;el Barri Gòtic;Private room;500;1;
23814991;Cozy apartment in Sagrada Familia;43932817;Luis;la Sagrada Família;Entire home/apt;75;1;03/11/2018
23815551;Beautiful house with terrace;63048416;Carla;la Vila de Gràcia;Entire home/apt;78;32;10/08/2018
23815636;Habitación doble/twin en el centro de la ciudad;178760074;Hotel Condal;el Barri Gòtic;Private room;550;1;
23818498;Small Room In The Center Of Barcelona! Qué Guay!;9678961;Laurene;el Raval;Private room;45;2;04/11/2018
23819176;Sagrada Familia Apartment 265 Suite;178790738;Lijun;la Sagrada Família;Private room;85;1;30/04/2018
23821559;Peracamps a tan solo 10 minutos de las ramblas.;178810974;RaÃƒÂ¹l;el Raval;Private room;35;1;
23821934;MARINA PALMS: Sunny, Central Apt with Balcony;174922936;Max;el Fort Pienc;Entire home/apt;160;3;
23822180;2626 - AB Glòries Penthouse - Penthouse near Glòries and 22@ district with a private terrace and netflix;170716140;Robbie & Kay;la Sagrada Família;Entire home/apt;69;32;10/10/2018
23822755;PRIVATE COSY ROOM IN THE RAMBLAS;3157335;Fadwa;el Raval;Private room;45;2;21/10/2018
23823035;Habitacion privada Sagrada familia;153152689;Tatiana;la Sagrada Família;Private room;25;25;01/10/2018
23831243;Sunny Penthouse in city center;178916047;Arian;el Putxet i el Farró;Private room;29;3;01/11/2018
23831974;Cozy small room with a window near the beach;16335756;Nicolas;el Poblenou;Private room;15;3;04/11/2018
23834693;Private room, 15 minutes from the center!)));176085346;Greg;el Besòs i el Maresme;Private room;23;2;29/10/2018
23834724;Room A5;177980703;Sam;la Dreta de l'Eixample;Private room;64;1;17/10/2018
23836924;COZY  PARK GUELL BARO 3;5107063;Laia;Can Baró;Entire home/apt;59;1;29/10/2018
23837563;Sunny Penthouse in city center;178916047;Arian;el Putxet i el Farró;Private room;38;3;27/10/2018
23837963;Double Room at 10 minutes of the Sagrada Familia;9746107;Lucie;Navas;Private room;44;2;06/10/2018
23838726;Large & nice double room in Center Barcelona;178993345;Anas;el Raval;Private room;50;2;29/08/2018
23840867;Cosy private room and lounge in the heart of BCN.;50967186;Turner;el Barri Gòtic;Private room;60;2;20/03/2018
23846380;Room near metro.;179075800;Paco;el Besòs i el Maresme;Private room;29;3;07/10/2018
23849517;Spacious,clean with bath, city, park,beach in one!;15501841;Kasia;el Parc i la Llacuna del Poblenou;Private room;28;2;04/11/2018
23852986;Habitacion individual;49896352;Eva;el Guinardó;Private room;25;7;23/10/2018
23853876;Barça's Beach Lord;16687454;Rob;el Fort Pienc;Private room;40;2;23/10/2018
23853965;Beautiful room in the <3 of BCN - Best location;179169825;Maritza;el Barri Gòtic;Private room;70;1;04/11/2018
23856789;PRECIOSO APT NUEVO BARCELONETA;2466117;Carolina;la Barceloneta;Entire home/apt;47;31;31/07/2018
23857957;Habitación ext grande cerca del centro y de metro.;179216453;Milena;el Putxet i el Farró;Private room;30;1;24/10/2018
23858483;GRAN OFERTA!! Habitación acogedora grande .;179216453;Milena;el Putxet i el Farró;Private room;30;1;30/10/2018
23858743;Habitación acogedora cerca del centro y del metro.;179216453;Milena;el Putxet i el Farró;Private room;30;1;30/10/2018
23859593;Double Room in Sagrada Familia;103418993;Patricia;la Sagrada Família;Private room;64;2;26/09/2018
23865960;Tranquilo 2 rooms cerca Ramblas alquiler mensual;172462374;Apartaments Unió;el Raval;Entire home/apt;50;32;24/08/2018
23866376;Piso de dos habitaciones cerca Ramblas por meses;172462374;Apartaments Unió;el Raval;Entire home/apt;50;32;11/08/2018
23867304;Luxury 2-bedroom Penthouse with pool and gym;43565515;Homes In Blue;la Dreta de l'Eixample;Entire home/apt;200;32;
23868370;New and close to the beach with parking Barcelona.;48499570;Ignasi;Provençals del Poblenou;Entire home/apt;66;2;27/10/2018
23869157;Comfortable room;179316199;Eugenia Rivas;Horta;Private room;22;1;21/10/2018
23870469;Nice room around Raval!;36817577;Israel;el Raval;Private room;39;2;14/10/2018
23873077;Ã‚Â¡Room with a beautiful view III;74362562;Francys;la Dreta de l'Eixample;Private room;46;2;03/11/2018
23873846;Vistas espetacular;34338444;Mara;Sant Antoni;Private room;29;3;02/11/2018
23874036;Beach flat poble nou 2;168172986;Casilda'S Flats!;el Poblenou;Entire home/apt;140;2;21/10/2018
23874678;Modern & Cozy Apartment Poble Sec;174019192;Emi Vanessa;el Poble Sec;Entire home/apt;58;3;07/11/2018
23876510;WONDERFUL BEDROOM WITH PRIVATE BATHROOM, Raval.;36785559;Minha;el Raval;Private room;50;5;10/06/2018
23877191;Habitación en la Sagrada Familia;164988261;Valery;la Sagrada Família;Private room;55;3;03/06/2018
23878031;Lovely Suite en Barcelona;179402660;Luca;el Raval;Private room;69;3;21/10/2018
23878496;Barcelona living - Private room near Sagrada Fam;16591330;Michael;la Dreta de l'Eixample;Private room;69;3;08/07/2018
23880434;Habitación doble en 'El Born';174146977;Encarna;Sant Pere, Santa Caterina i la Ribera;Private room;50;2;24/10/2018
23887963;ABSOLUTE SAGRADA FAMILIA 3;147646238;Arturo;la Sagrada Família;Entire home/apt;145;2;06/10/2018
23888210;Luminous apartment next to Sagrada Familia;179512371;Wei;la Sagrada Família;Entire home/apt;95;2;19/10/2018
23888236;Ã¢Ëœâ€¦Ã¢Ëœâ€¦Ã¢Ëœâ€¦Ã¢Ëœâ€¦Ã¢Ëœâ€¦PRIVATE SUITE IN LUXURY FLAT DOWNTOWN;72984879;Ellie;el Poble Sec;Private room;40;60;
23888685;Apartment with views by the Hospital Valle Hebron;5651747;Fernando;Sant Genís dels Agudells;Entire home/apt;56;32;10/07/2018
23890233;Gracia;179526535;Guille;el Baix Guinardó;Private room;50;1;
23890381;Bright double room with balcony in Born;175417840;Luz;el Barri Gòtic;Private room;60;2;08/10/2018
23891228;GLORIA 2;34501619;Casas Glorias;la Nova Esquerra de l'Eixample;Private room;30;3;13/10/2018
23893953;Cozy room...only for girls, near Sagrada Familia!;38775388;Carla;el Baix Guinardó;Private room;33;1;24/10/2018
23893996;Cozy and nice single room in the Gothic area!!;175811411;Elio;el Barri Gòtic;Private room;50;1;14/10/2018
23894488;Centric and Bright stylish room in Las Ramblas;179565480;Marie;el Raval;Private room;55;2;16/10/2018
23896642;Sunny, quiet and cozy apartment in the old town;179579145;Nicole;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;35;32;17/08/2018
23897712;Big Quiet Room with a Private Bathroom;38079796;Lea;el Poble Sec;Private room;55;3;01/11/2018
23898875;Centric and Luxurious room in Las Ramblas;179565480;Marie;el Barri Gòtic;Private room;29;2;20/10/2018
23900789;Cozy flat with lit external room in Sants;3298210;Leo;Sants - Badal;Private room;40;5;30/10/2018
23901684;Habitación doble en centro de Barcelona;179630912;Victor;Sant Pere, Santa Caterina i la Ribera;Private room;33;2;14/05/2018
23904642;HEAVEN IN BARCELONA;31581338;Karann;la Maternitat i Sant Ramon;Private room;20;1;08/04/2018
23910668;Linda habitación;179718679;María Jackeline;Sant Andreu;Private room;40;32;
23911420;Habitación doble acogedora(Glories-Arc de Triomf);41470824;Adrian;el Fort Pienc;Private room;32;2;16/07/2018
23913669;Casa Parc Guell;9478280;Pia HankÃƒÂ¶;la Salut;Entire home/apt;60;90;
23914520;Beautiful apartment near Camp Nou;135791982;Barcelona 2be;Sants - Badal;Entire home/apt;61;1;
23914525;Great apartment with terrace and near the beach;135791982;Barcelona 2be;el Poblenou;Entire home/apt;125;1;19/06/2018
23914529;Nice apartment near the Spain Square;135791982;Barcelona 2be;la Nova Esquerra de l'Eixample;Entire home/apt;69;1;29/09/2018
23914531;Modern apartment in the Eixample district;135791982;Barcelona 2be;el Camp de l'Arpa del Clot;Entire home/apt;71;1;29/10/2018
23914532;Large apartment near Plaza España;135791982;Barcelona 2be;el Poble Sec;Entire home/apt;145;1;
23914533;Beautiful top floor apartment, Poblenou;135791982;Barcelona 2be;Provençals del Poblenou;Entire home/apt;124;1;29/06/2018
23915450;New 2bd flat Raval - Wifi - ALQ 23;3901019;Dorothee & Jerome Team;el Raval;Entire home/apt;37;60;
23915996;2627 - AB CIUTADELLA CONFORT - Old Town apartment with balcony for 7 people;170716140;Robbie & Kay;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;62;32;03/08/2018
23917367;Casa mata, casa de artistas. Un lugar ameno;178419100;Juan Guido Ezequiel;el Poble Sec;Private room;35;1;09/09/2018
23918581;Apt. de 2 habitaciones cerca de Sagrada Familia;157746231;Natalia;la Sagrada Família;Entire home/apt;141;2;18/09/2018
23918958;SunnyDoubleBedroom one block away from the beach;156394796;Luisa;la Vila Olímpica del Poblenou;Private room;50;1;17/08/2018
23919529;Sagrada Familia 24;174751009;Albert;la Sagrada Família;Entire home/apt;60;2;05/10/2018
23920351;Carretes: Piso de 1 dormitorio en Raval;9478280;Pia HankÃƒÂ¶;el Raval;Entire home/apt;45;32;25/10/2018
23920427;Double bed room on the top of Tibidabo mountain;179799665;Crystal;Vallvidrera, el Tibidabo i les Planes;Private room;27;3;12/08/2018
23921059;Central room, nice and minimal Barcelona;179806633;Rafael Oscar;el Raval;Private room;52;2;18/10/2018
23921299;Habitación en Barcelona 3;35762485;Olí;Sant Gervasi - Galvany;Private room;30;3;
23922267;Cosy double bedroom in EXCELLENT LOCATION;143872590;Farah;Sant Pere, Santa Caterina i la Ribera;Private room;48;1;04/11/2018
23922620;Habitacion bonita  con baño privado.;157942116;Mari;el Poble Sec;Private room;53;2;04/11/2018
23922829;Studio Rambla del Raval Ã¢â‚¬â€œ 31+ nights rental only!;62972546;Marc;el Raval;Entire home/apt;29;31;22/10/2018
23923600;Beautiful room in the heart of the Barrio Gotico;33643142;Sabrina;el Barri Gòtic;Private room;50;1;
23930222;Habitacion mediana para parejas;179771018;Lucero;Hostafrancs;Private room;550;30;
23931051;Lucuma - Nice apartment at 7 min. walk of Rambla Catalunya!;175453328;Amarantha;l'Antiga Esquerra de l'Eixample;Entire home/apt;179;1;30/09/2018
23931083;Grenade - Double room whith private bathroom in the city center!;175453328;Amarantha;l'Antiga Esquerra de l'Eixample;Private room;119;1;
23931086;Mamey - Nice studio at 7 min. walk of Rambla Catalunya!;175453328;Amarantha;l'Antiga Esquerra de l'Eixample;Entire home/apt;169;1;
23931124;Melon- Double room in the best area of Barcelona!;175453328;Amarantha;Sant Gervasi - Galvany;Private room;119;1;
23931152;Rambután- Nice apartment with terrace at 7 min. walk of Rambla Catalunya!;175453328;Amarantha;l'Antiga Esquerra de l'Eixample;Entire home/apt;188;1;
23931201;Pitahaya. Apartamento con terraza en la mejor área de Barcelona;175453328;Amarantha;l'Antiga Esquerra de l'Eixample;Entire home/apt;179;1;21/10/2018
23931258;Guayaba - Nice apartment at 8 minutes walk of Rambla Catalunya!!;175453328;Amarantha;l'Antiga Esquerra de l'Eixample;Entire home/apt;188;1;
23931327;Kumquat - Nice double room with private bathroom in the city center!;175453328;Amarantha;l'Antiga Esquerra de l'Eixample;Private room;119;1;
23931360;Ananas- Nice Apartment in the best area of Barcelona!!;175453328;Amarantha;l'Antiga Esquerra de l'Eixample;Entire home/apt;179;1;
23931385;chbre dble rénovée Les Corts+douche+balcon privés;38344883;Jacqueline;la Maternitat i Sant Ramon;Private room;50;3;29/10/2018
23931452;Grape- Nice triple room in the city center!;175453328;Amarantha;l'Antiga Esquerra de l'Eixample;Private room;123;1;
23931481;Maracuyá - Nice room with private bathroom in the city center!;175453328;Amarantha;l'Antiga Esquerra de l'Eixample;Private room;111;1;
23931498;Coconut - Nice studio at 7 min. walk of Rambla Catalunya!;175453328;Amarantha;l'Antiga Esquerra de l'Eixample;Entire home/apt;169;1;
23932429;habitación, doble.valle hebron..tranquila;17469479;Emma;la Teixonera;Private room;54;1;15/04/2018
23932565;Acogedora habitación cerca de Sagrada Familia;79156055;Carlota;la Dreta de l'Eixample;Private room;27;2;06/09/2018
23936985;Habitación individual;156655547;Xaxa;Sants;Private room;50;7;01/08/2018
23937805;Boutique  Suites en Sagrada Familia;179740533;Leonardo Boutique Hotel;el Camp de l'Arpa del Clot;Private room;120;2;15/04/2018
23939725;UD - Sant Antoni Apartment (1BR) - MID TERM RENTALS;156294948;Lorenzo;el Raval;Entire home/apt;45;1;
23939727;UD - Sant Antoni Apartment with Balcony - MID TERM RENTALS;156294948;Lorenzo;Sant Antoni;Entire home/apt;45;1;
23940244;Sunny House with garden 20min from the city centre;4193907;Julia;el Besòs i el Maresme;Private room;40;3;22/10/2018
23941800;'SINGLE ROOM GRAN VIA2;179995683;Hernando;la Font de la Guatlla;Private room;30;2;21/10/2018
23944970;Comfortable King Room next to the Sea.;111198399;Marta;la Vila Olímpica del Poblenou;Private room;50;3;04/11/2018
23948828;Quite room with balcony near Sagrada Familia;50189205;Anton;la Sagrada Família;Private room;50;2;04/10/2018
23950630;Habitación amplia y luminosa / Aseo privado;38355682;Andrea;el Camp de l'Arpa del Clot;Private room;35;2;26/10/2018
23952113;Barcelona - Centre - Room Deprived 1 or 2 persons;180102449;Iván;el Fort Pienc;Private room;25;3;19/10/2018
23952492;Fantástica habitación en el corazón del Born BCN;49585378;Matt;Sant Pere, Santa Caterina i la Ribera;Private room;35;3;04/11/2018
23953865;Room A4;177980703;Sam;la Dreta de l'Eixample;Private room;79;1;20/10/2018
23954730;Family plaza espanha;84511613;Fernanda;la Bordeta;Private room;45;2;19/09/2018
23955916;Doble room amazing views of Barcelona;21022185;Tayel;el Baix Guinardó;Private room;27;3;10/10/2018
23957303;Ideal room Sagrada Familia;178054710;Maria;Sant Martí de Provençals;Private room;100;2;29/05/2018
23957696;The Pablo | Design in front of La Ciutadella Park;100152046;Oasis;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;85;31;
23964555;Luxurious and centric with awesome rooftop terrace;180215498;Jordi;la Vila de Gràcia;Entire home/apt;200;2;26/10/2018
23964784;Luminous 2 bed in the heart of La Vila de Gracia;178600021;Sara;la Vila de Gràcia;Entire home/apt;69;2;05/11/2018
23967472;Room in center of Bcn*;40206439;Ana;les Corts;Private room;27;4;19/08/2018
23969809;Double room Parque Guell en piso bonito con flores;20521654;Stefano;el Coll;Private room;30;1;21/10/2018
23971317;Poble Sec- Nice & centric 4BR apt - up to 8 guests;101458186;Joaquin;el Poble Sec;Entire home/apt;99;3;29/10/2018
23974175;piso centrico;12424178;Fabio;l'Antiga Esquerra de l'Eixample;Private room;40;4;
23974236;Acogedor, comodo, todos confort!;17096297;Roberto;Navas;Private room;50;2;
23974587;Alojamento en sagrada familia;180196986;Soud;la Sagrada Família;Private room;50;1;23/09/2018
23974646;Double room w/ private bathroom  near Plaza España;21943075;Mane;Sants - Badal;Private room;30;1;27/10/2018
23976170;Double Room in Sagrada Familia;49541739;Pietro;la Sagrada Família;Private room;35;2;14/10/2018
23980231;Big exterior room whit balcony in the center;27154639;Bruno Felipe;el Barri Gòtic;Private room;40;3;23/09/2018
23982735;Room with priv bathroom & balcony inSagradaFamilia;102834173;Monika;la Sagrada Família;Private room;85;3;26/10/2018
23983574;Poblenou Beach Apartment;27514370;Mariona;Diagonal Mar i el Front Marítim del Poblenou;Entire home/apt;175;4;26/10/2018
23985594;Double room in beautiful Gracia!;180436941;Andrelia;el Camp d'en Grassot i Gràcia Nova;Private room;35;2;11/05/2018
23986343;Double room in BCN center, 3min from Las Ramblas.;8013272;Geo;el Raval;Private room;55;3;08/10/2018
23986457;Villa Olímpica House;13980622;Fadi;la Vila Olímpica del Poblenou;Entire home/apt;249;3;16/09/2018
23987036;!beautiful beach room!;180454375;Edi&Arantxa;la Barceloneta;Private room;60;3;27/10/2018
23987370;Charming Alfons Apartment;3376710;Maria StayBarcelona;el Baix Guinardó;Entire home/apt;53;32;
23989053;Cozy Room near the Beach and 10 min away city cent;1630675;Alan;el Poblenou;Private room;41;3;28/10/2018
23989175;PrivateRoom+GoodVibesss;69075205;Mer;el Barri Gòtic;Private room;50;1;02/04/2018
23989382;Habitación grande y luminosa / Aseo privado;38355682;Andrea;el Clot;Private room;50;2;01/04/2018
23989620;ÃÂ£Ã‘Å½Ã‘â€šÃÂ½ÃÂ°Ã‘Â ÃÂºÃÂ¾ÃÂ¼ÃÂ½ÃÂ°Ã‘â€šÃÂ° ÃÂ² Ã‘â€ ÃÂµÃÂ½Ã‘â€šÃ‘â‚¬ÃÂµ Ãâ€˜ÃÂ°Ã‘â‚¬Ã‘ÂÃÂµÃÂ»ÃÂ¾ÃÂ½Ã‘â€¹. Wi fi;161454529;Natalia;la Dreta de l'Eixample;Private room;35;3;23/04/2018
23990630;El Alma de las Ramblas (Cozy and charming);171753883;Beatriz;el Barri Gòtic;Entire home/apt;99;1;02/11/2018
23990645;Nice Room;49896352;Eva;el Guinardó;Private room;28;4;27/10/2018
23990807;El Alma de las Ramblas (Elegant Zen);171753883;Beatriz;el Barri Gòtic;Entire home/apt;99;2;05/11/2018
23991311;Cozy room Barceloneta;44384694;Karina;la Barceloneta;Private room;41;2;16/04/2018
23992269;Lovely apartment near the center;35069722;Judit;el Poble Sec;Entire home/apt;95;2;19/10/2018
23994422;Beautiful Apartment in Central Barcelona!;71456472;Al;el Raval;Private room;33;1;15/10/2018
23995304;The single room in BCN center;175289193;Alex;el Raval;Private room;22;2;22/10/2018
24004679;Apartamento Céntrico;37298105;Lara;la Nova Esquerra de l'Eixample;Private room;50;1;02/04/2018
24006347;Minimalist Luxury Apartment VI;7843388;Andrea;l'Antiga Esquerra de l'Eixample;Entire home/apt;89;32;
24006546;Minimalist Luxury Apartments VII;7843388;Andrea;l'Antiga Esquerra de l'Eixample;Entire home/apt;75;32;
24008711;Apt. Barcelona centro grande y cómodo;29890774;Boris;l'Antiga Esquerra de l'Eixample;Entire home/apt;158;1;27/05/2018
24008864;~ Room in Family Home ~;87273019;AndreSi;Sants;Private room;50;2;03/06/2018
24009716;Habitación doble en Sagrada Familia;145861254;Atico;la Sagrada Família;Private room;20;30;
24010679;PRIVATE BATHROOM SUITE A/C ,NEW FLAT in Center BCN;15535606;Jota;Sant Antoni;Private room;58;2;31/10/2018
24011492;Independent fully equipped big room in La Rambla;34260692;Juan;el Barri Gòtic;Private room;35;1;31/10/2018
24011874;Sunny apartment with great views of Tibidabo;71615;Mireia And Maria;el Coll;Entire home/apt;85;1;21/10/2018
24014496;Light clean room with huge window and huge balcony;2595568;Victor;el Poblenou;Private room;35;1;13/10/2018
24015105;Sunny Room close to Plaza España;29319856;Arturo;Sant Antoni;Private room;40;3;30/09/2018
24015257;Cerca parque guell;180729269;Francisco  Javier;Can Baró;Private room;31;5;20/10/2018
24017417;Ã¢Ëœâ€¦Double Room in the centerÃ¢Ëœâ€¦ Near to the Rambla&Sea;180507556;Leonardo;la Barceloneta;Private room;51;1;21/10/2018
24018533;Excellent room in the centre;116111951;Alexa;la Nova Esquerra de l'Eixample;Private room;80;1;02/06/2018
24018773;Nice bright  double room;15955326;Laila;el Poble Sec;Private room;35;2;25/10/2018
24019524;Cozy inner room in the Heart of Barcelona;37709660;Gi;el Raval;Private room;32;2;05/10/2018
24025489;Nice 2 bdrm apartment closer to Sagrada Familia;158023606;Sito, Habitat Apartments;el Camp de l'Arpa del Clot;Entire home/apt;144;1;23/10/2018
24026688;(inRAMBLAS) 1double room! Historic center;177468457;Jorge;el Barri Gòtic;Private room;68;2;03/11/2018
24027579;Room in penthouse in diagonal, recently moved;60057552;Alex;la Maternitat i Sant Ramon;Private room;25;3;03/06/2018
24028709;Cool modern house near Sagrada Familia;180856326;Steven;el Guinardó;Private room;60;2;03/06/2018
24028716;Fabulous cozy studio in the heart of Barcelona;180855112;Georgia;el Raval;Entire home/apt;32;32;
24030273;Bedroom in cozy and quite flat near the beach;139835712;Zarina;el Parc i la Llacuna del Poblenou;Private room;40;2;
24032393;Central Bunk Beds + Breakfast (SAGRADA FAMILIA) 1;156735550;Nancy;la Sagrada Família;Private room;23;1;12/10/2018
24032849;Habitación doble en el centro de la ciudad;3893693;Yanina;Sant Pere, Santa Caterina i la Ribera;Private room;47;2;04/11/2018
24033028;PLAZA DE TOROS  VINTAGE APARTAMENT;28300778;Mariana;el Fort Pienc;Entire home/apt;160;2;05/11/2018
24034237;Centric and modern room in Las Ramblas;179565480;Marie;el Barri Gòtic;Private room;29;2;24/10/2018
24034975;Centric and cozy room in Las Ramblas;179565480;Marie;el Barri Gòtic;Private room;29;2;22/10/2018
24035294;Cozy Bunk Beds near SAGRADA FAMILIA (2);156735550;Nancy;la Sagrada Família;Private room;23;1;21/10/2018
24038233;Luz, aire y calma, con todo lo que necesitas cerca;127385167;Natalia;Montbau;Private room;30;1;20/10/2018
24039840;Awesome flat! Closed to Park Güell & Búnkers;10979929;Simona;el Carmel;Entire home/apt;35;30;21/09/2018
24041138;NICE & INDIVIDUAL ROOMS in GRACIA 3;174152775;Andrea;la Vila de Gràcia;Private room;35;1;31/07/2018
24041854;Suite with Private Bath!;175435823;Rosario;la Nova Esquerra de l'Eixample;Private room;30;1;04/08/2018
24046001;Cosy Bedroom with private bathroom in Les Corts;21830030;Patricia;les Corts;Private room;35;1;31/05/2018
24047655;206 Diagonal Avenue Luxury Apartment II;128959838;Jordi;l'Antiga Esquerra de l'Eixample;Entire home/apt;105;1;
24049976;Born Bliss;15512663;Sarah;Sant Pere, Santa Caterina i la Ribera;Private room;60;2;16/10/2018
24050792;Piso reformado en Barcelona Ciudad (v);181050387;Eva;Ciutat Meridiana;Private room;17;3;09/05/2018
24051178;Central Bunk beds + Breakfast (2);131675890;Charly;Sant Antoni;Private room;25;1;22/09/2018
24051807;Double room in POBLENOU just 3 min from the beach;37774869;Daiva;Diagonal Mar i el Front Marítim del Poblenou;Private room;60;1;12/04/2018
24052399;Central Cozy 3beds + Breakfast & Balcony (3);131675890;Charly;Sant Antoni;Private room;40;1;19/10/2018
24054263;Beautiful Family with balcony Born;168877958;Som Nit Born;Sant Pere, Santa Caterina i la Ribera;Private room;199;1;05/09/2018
24054660;private bedroom/shower, sunny apartment, poblesec;11811125;Katerina Chara;el Poble Sec;Private room;30;1;03/11/2018
24054977;Born getaway;15512663;Sarah;Sant Pere, Santa Caterina i la Ribera;Private room;35;2;05/11/2018
24055214;Cuarto chulo cerca del Arco de Triunfo :);181089514;Villa;la Dreta de l'Eixample;Private room;70;1;
24057445;2633 - AB Barceloneta - Artistic Style Apartment - Beachside apartment for 2 with balcony and WiFi;170716140;Robbie & Kay;la Barceloneta;Entire home/apt;60;32;
24058040;Cozy room!!(Girls Only);73761386;Mile;l'Antiga Esquerra de l'Eixample;Private room;20;1;18/05/2018
24059038;Sagrada Familia Apartment 265 Double 1;178790738;Lijun;la Sagrada Família;Private room;70;1;28/10/2018
24059171;Sagrada Familia Apartment 265 Double 2;178790738;Lijun;la Sagrada Família;Private room;55;1;14/10/2018
24059231;Sagrada Familia Apartments 265 Single room;178790738;Lijun;la Sagrada Família;Private room;52;1;10/06/2018
24060223;Feliz como en casa !!!!;85927207;Teresa;el Clot;Private room;35;1;01/11/2018
24060814;Cozy and comfortable in Horta neighborhood;180684491;Estefania;Horta;Entire home/apt;75;3;04/11/2018
24061132;El refugio de la tía;181141724;Lucenny;Sants - Badal;Private room;35;1;01/10/2018
24063350;Single room for days or weeks;181164532;Braulio;el Carmel;Private room;20;1;21/10/2018
24063949;Double Room in BCN centro;89577477;El Recó;el Raval;Private room;40;3;24/10/2018
24069183;Gorgeous apartment in Poblenou;1143686;Katerina;el Poblenou;Entire home/apt;69;30;11/09/2018
24070207;Art Gallery Apartment 4A;4396136;Marisa;el Poble Sec;Entire home/apt;85;3;05/08/2018
24070247;Piso modernista D;69815537;Nuria;el Raval;Entire home/apt;65;32;
24071071;NICE ROOM IN COSY FLAT. CENTRIC LOCATION. BALCONY;181236288;Peppe;el Raval;Private room;23;2;13/08/2018
24075696;HABITACION DOBLE CERCA D SAGRADA FALIMIA Y T.AGBAR;39113880;Antonio Jose;el Fort Pienc;Private room;53;2;08/04/2018
24077062;Piso dos habitaciones en centro de Barcelona meses;172462374;Apartaments Unió;el Raval;Entire home/apt;58;32;09/07/2018
24077307;Ático  con terraza 100metros de  Ramblas Barcelona;172462374;Apartaments Unió;el Raval;Entire home/apt;50;32;23/10/2018
24077510;Ático con terraza en el centro de Barcelona;172462374;Apartaments Unió;el Raval;Entire home/apt;55;32;22/10/2018
24077701;High flat 2 rooms next to Ramblas;172462374;Apartaments Unió;el Raval;Entire home/apt;62;32;
24077783;Family with balcony Triomf;181287056;Som Nit Triomf;la Dreta de l'Eixample;Private room;199;1;03/10/2018
24077977;London;181297147;Sandra;la Sagrada Família;Private room;25;2;01/11/2018
24078086;Sagrada familia;181297147;Sandra;la Sagrada Família;Private room;50;2;17/10/2018
24078462;Double Room with two beds and private bathroom;35066499;Nacho;el Fort Pienc;Private room;52;2;30/10/2018
24079243;Super Habitacion en Barrio Gotico.;129745417;Chelo;el Barri Gòtic;Private room;40;3;16/08/2018
24080152;Habitación privada en piso con terraza en Gracia;4642309;Dàlia;Vallcarca i els Penitents;Private room;40;1;15/08/2018
24081144;Comfortable Bedroom/Quiet Flat/Pedestrian Street;3548412;Milo;l'Antiga Esquerra de l'Eixample;Private room;60;2;26/10/2018
24084921;Tranquilo,comunicado, agradable,mascotas,especial.;181329979;Queta;la Trinitat Vella;Private room;20;1;14/10/2018
24088550;Center room;158869074;Daniel;la Nova Esquerra de l'Eixample;Private room;45;1;
24092329;Modern Barcelona Apartment - Superb Location!;70310068;Alexandra;la Dreta de l'Eixample;Private room;118;2;16/09/2018
24093404;Habitación matrimonial económica Barcelona;181433332;Maria Elena;Hostafrancs;Private room;40;5;
24095640;Habitación privada con dos camas individuales;6007300;Irene;el Camp d'en Grassot i Gràcia Nova;Private room;45;1;21/09/2018
24098380;Cozy double room with Cathedral views;181477792;Sophie;Sant Pere, Santa Caterina i la Ribera;Private room;60;1;24/10/2018
24098604;Habitación Privada en Apartamento en Blai;146423520;Gabriel Humberto;el Poble Sec;Private room;40;1;01/09/2018
24099222;Comfy Barceloneta Apartment.;181485833;Roberto;la Barceloneta;Entire home/apt;8;1;
24101569;Ideal for couples!!!!!;52959482;Laura;Sant Andreu;Private room;47;1;24/09/2018
24105904;Cozy flat with lit rooms in local barrio.;3298210;Leo;Sants - Badal;Entire home/apt;75;7;27/08/2018
24108192;Habitación Cerca Metro el Carmel (L5);29266626;Rosa;el Carmel;Private room;15;2;12/09/2018
24109664;Modern and Trendy Duplex next to Paseo de Gracia;2202284;Johanna;la Vila de Gràcia;Entire home/apt;129;3;20/10/2018
24110318;SUNNY ROOM IN A FRIENDLY HOME;181593176;Tam;les Corts;Private room;40;3;
24110768;Habitación doble a 7 minutos de Rambla Catalunya;128544027;Patri;el Raval;Private room;40;1;28/10/2018
